Finished,Q3,Q42,Q43,Q6,Q7,Q8,Q9,Salary Exp 1_1,Salary Exp 1_2,Salary Exp 1_3,Salary Exp 2,Salary Exp 2 depend_1,Salary Exp 2 depend_2,Salary Exp 3_1,Salary Exp 3_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q15,Q16,Q17,Q17_6_TEXT,Q18,Q20,Q23,definition
True,I agree,Yes,publicly sharing info,Yes,statistics are important.,NA,NA,False,NA,NA,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1986,Black or African American,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,good,Yes,its very good,NA,NA,True,True,True,True,NA,NA,True,True,4,4,4,4,4,4,Woman,1995,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1995,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,Yes,It's sharing information about a group without revealing specific factors about said group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1987,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1978,"White,Asian, Native Hawaiian, or Pacific Islander",NA,Some college but no degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$10,000 to under $20,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,Man,1993,"Black or African American,White",NA,Some college but no degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000",NA
True,I agree,No,NA,I’m not sure,NA,NA,"The definition of differential privacy you gave was nonsensical, nonspecific, and noncommittal.  I came away not knowing if my privacy was protected in any way.  I might as well just sell it to the hackers and criminal enterprise myself.",NA,True,True,True,NA,NA,True,True,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,3,5 - Full Understanding,Man,1959,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$125,000 to under $150,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1981,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$125,000 to under $150,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,Yes,it will be a good thign,NA,NA,False,False,True,True,NA,NA,False,True,4,4,5 - Full Understanding,5 - Full Understanding,4,4,Man,1992,White,NA,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,I'm not sure,NA,I’m not sure,NA,NA,because of the opinion,NA,NA,NA,NA,NA,NA,I don't know,I don't know,4,5 - Full Understanding,5 - Full Understanding,4,4,4,Woman,1994,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1986,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,Sharing data about entire data set in was that keeps the individual data points private.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,4,4,4,4,Man,1992,White,NA,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prefer not to answer.,5 - Full Understanding,4,4,5 - Full Understanding,5 - Full Understanding,Man,1986,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000",NA
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 - Full Understanding,3,4,5 - Full Understanding,4,Woman,1971,White,NA,Bachelor's degree,Prefer not to answer.,"$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
